epoch,train_loss,val_throttle_mse,val_steer_mse
1,0.34968825041127116,0.08074124902486801,0.0049307080917060375
2,0.1855782163209623,0.0729801207780838,0.0038697717245668173
3,0.1687570698068926,0.06659359484910965,0.0035602753050625324
4,0.16273916248836462,0.0695793628692627,0.003877494251355529
5,0.15545429179352208,0.05978264659643173,0.0023685551714152098
6,0.15317927358711014,0.06646430492401123,0.0022494581062346697
7,0.14967615218140162,0.05974600091576576,0.0025297265965491533
8,0.14838681591599864,0.05887042358517647,0.0022917473688721657
9,0.14478127929950974,0.07524353265762329,0.0018879118142649531
10,0.14237266992936715,0.07130303978919983,0.0021176617592573166
11,0.14227421638962237,0.06352297961711884,0.0017556330421939492
12,0.1390958194901806,0.06511613726615906,0.0016508178086951375
13,0.1355964815826341,0.059820130467414856,0.0014211914967745543
14,0.13629872402631177,0.0636887475848198,0.001382230082526803
15,0.13529097219125388,0.06832031905651093,0.0013474508887156844
16,0.13242856786987237,0.059036821126937866,0.0014029686572030187
17,0.13093047483327627,0.05814121663570404,0.0012393926735967398
18,0.1298732859605191,0.06251081824302673,0.0015736870700493455
19,0.12809259363936104,0.07280267775058746,0.0017367122927680612
20,0.12496183471091998,0.06488227844238281,0.001821516896598041
21,0.12482934829492537,0.06293053925037384,0.0010116132907569408
22,0.12390888226363755,0.061084456741809845,0.0010025377850979567
23,0.12032433180424824,0.06431939452886581,0.0010562631068751216
24,0.1190230221230308,0.05652483180165291,0.0009990617400035262
25,0.11956865287840567,0.05719197541475296,0.0009342789999209344
26,0.1183104764144837,0.05765601992607117,0.001207614433951676
27,0.11876916144288716,0.058505281805992126,0.0009185239323414862
28,0.11566526399453943,0.06751445680856705,0.0010020607151091099
29,0.11304245213704707,0.06266061216592789,0.0008066100417636335
30,0.11173018243485788,0.06271916627883911,0.0009419384296052158
31,0.11213469945509483,0.06818557530641556,0.0008795030298642814
32,0.11112333507113781,0.05840446427464485,0.0007075178436934948
33,0.10784482416848565,0.058124952018260956,0.0007678886177018285
34,0.1084911356673816,0.058069679886102676,0.0009513909462839365
35,0.10569755748341844,0.059515345841646194,0.0009832086507230997
36,0.10677618030232776,0.061549264937639236,0.0008349803392775357
37,0.10336883563552955,0.05853255093097687,0.0007280397694557905
38,0.10216477308603363,0.06774964183568954,0.0008176825940608978
39,0.10452870425605447,0.05774437636137009,0.0006363764987327158
40,0.10020385386065245,0.059497516602277756,0.0006414692034013569
41,0.09880335504735611,0.058362800627946854,0.0005194376572035253
42,0.09850725566967511,0.05390346050262451,0.0007220551487989724
43,0.0976798515532253,0.05745301395654678,0.0005308830295689404
44,0.09685736976913502,0.06268074363470078,0.0005466683069244027
45,0.09381657822050074,0.06865215301513672,0.0008498407551087439
46,0.09507275845959397,0.0575796440243721,0.0006831876235082746
47,0.09594810880961824,0.05764082446694374,0.0004861959023401141
48,0.09257232150905045,0.0625600591301918,0.0006354356301017106
49,0.09031262949015376,0.063029445707798,0.0005075490335002542
50,0.09197794870992755,0.05655113607645035,0.00045590446097776294
51,0.09111563882022938,0.060439612716436386,0.000483504991279915
52,0.09078873006670654,0.0555422306060791,0.0006880945293232799
53,0.08902574620854825,0.056560128927230835,0.0007138074142858386
54,0.09092930494570206,0.05473749712109566,0.0005372722516767681
55,0.08833576619414381,0.05633348226547241,0.0005100169801153243
56,0.08883319546846352,0.06275342404842377,0.0004116070340387523
57,0.08779282098908148,0.056236106902360916,0.00039623226621188223
58,0.08680706772553114,0.06477899104356766,0.0008422446553595364
59,0.08562109894576521,0.05547749251127243,0.0007351769017986953
60,0.08383069849727202,0.05659353360533714,0.0005653808475472033
61,0.08529755754363413,0.05680091679096222,0.0004097830969840288
62,0.08396177747001622,0.056562282145023346,0.0004094184550922364
63,0.08305150273746756,0.06977006793022156,0.0004489740531425923
64,0.08388033626052319,0.0660291388630867,0.0005967619945295155
65,0.08341630001034536,0.05974172428250313,0.00037615394103340805
66,0.08197993920225231,0.05543368309736252,0.0004081724619027227
67,0.0814683702447783,0.056867875158786774,0.0005839198129251599
68,0.0806237557925453,0.05748501792550087,0.0003631881554611027
69,0.08103432238879014,0.059810820966959,0.00038786709774285555
70,0.077929990371893,0.05691738426685333,0.0005048683960922062
71,0.08054262854435612,0.05558140575885773,0.00038168812170624733
72,0.07765551842040719,0.054054144769907,0.00033473953953944147
73,0.0790817267486154,0.05683192238211632,0.0003550891124177724
74,0.07903039462890198,0.05744655430316925,0.0003705568378791213
75,0.08049449805831024,0.05821022391319275,0.00048748918925412
76,0.0766801010437385,0.056455519050359726,0.0004930961295031011
77,0.07582497338934872,0.06919413805007935,0.0003920570597983897
78,0.07567730458799826,0.05615362152457237,0.0005678291199728847
79,0.07746415123332284,0.06828664243221283,0.00037430180236697197
80,0.07538566579704314,0.053608208894729614,0.0007182037807069719
