epoch,train_loss,val_throttle_mse,val_steer_mse
1,0.3466503843982317,0.07886829972267151,0.00498453201726079
2,0.1851222162910009,0.06423818320035934,0.0034946375526487827
3,0.1728213745678796,0.06441228091716766,0.003014059504494071
4,0.16280256652389408,0.07893284410238266,0.0042546819895505905
5,0.16042734097701303,0.07317245006561279,0.003953787498176098
6,0.15622637335015388,0.05989856645464897,0.0027981644961982965
7,0.1536589059458643,0.05968528613448143,0.0026274514384567738
8,0.14817974244736382,0.07145320624113083,0.0019501172937452793
9,0.1481684695167154,0.06155893951654434,0.0017253832193091512
10,0.14520194819715318,0.06235896050930023,0.0020691901445388794
11,0.1430118493301352,0.05820705369114876,0.0018330687889829278
12,0.14240762641229587,0.05864860489964485,0.00199215579777956
13,0.14250567625247815,0.060482099652290344,0.0031392599921673536
14,0.1395223308448717,0.05875194072723389,0.001445107045583427
15,0.13718122170188846,0.07226891815662384,0.0014210595982149243
16,0.13870971638094962,0.06016673147678375,0.0017909756861627102
17,0.1359242729354842,0.060639236122369766,0.0013344461331143975
18,0.13384838159427578,0.058226075023412704,0.001390692195855081
19,0.1342397207609899,0.058410730212926865,0.0012268887367099524
20,0.13194456410556438,0.060254309326410294,0.0011848084395751357
21,0.13010372759280456,0.06003047153353691,0.0011182917514815927
22,0.1301050391372788,0.06108591705560684,0.0016209825407713652
23,0.1277025972234615,0.06290355324745178,0.0010244151344522834
24,0.12742709066099256,0.05849654972553253,0.0010452215792611241
25,0.12582547087572074,0.0619376003742218,0.0017186745535582304
26,0.12721522995201154,0.05622236803174019,0.0009614984155632555
27,0.12190866565199053,0.06570343673229218,0.0009594003204256296
28,0.12528988509074598,0.05956105887889862,0.0014102115528658032
29,0.12417425727049665,0.058504585176706314,0.0008690878166817129
30,0.12191947262716013,0.06070597469806671,0.0007366500212810934
31,0.11903117968111968,0.05757997930049896,0.0013005448272451758
32,0.12052309821545543,0.06418787688016891,0.00068035873118788
33,0.11884844483278474,0.0603768415749073,0.0018341320101171732
34,0.11880050923817755,0.06938600540161133,0.0009335639770142734
35,0.11635186734844986,0.05715840682387352,0.0007419317844323814
36,0.11679083510981736,0.06200303137302399,0.0007912109140306711
37,0.11489892251461427,0.05906705558300018,0.0015022018924355507
38,0.1153436602660522,0.06007920205593109,0.0007502701482735574
39,0.1143791800297689,0.06467699259519577,0.0005863059195689857
40,0.11155045740412343,0.0797308161854744,0.001078290049917996
41,0.11169996412871412,0.06314463168382645,0.0006140592158772051
42,0.10942190540568375,0.05699601024389267,0.0011168090859428048
43,0.1083871260044874,0.05625968053936958,0.0005662365583702922
44,0.1085450313632675,0.05702497437596321,0.0005024395068176091
45,0.1057360965721838,0.05315883085131645,0.00048637340660206974
46,0.10617932806787499,0.056261878460645676,0.000684204394929111
47,0.10509178622308145,0.05528416857123375,0.0005008740699850023
48,0.10197636493943629,0.054669931530952454,0.0005212663090787828
49,0.10232049372143777,0.05574893206357956,0.0004954227479174733
50,0.09944334590324354,0.05750754475593567,0.0005007151048630476
51,0.09939571803964,0.05586787685751915,0.0005400731461122632
52,0.09861890554505919,0.055758677423000336,0.0004945721593685448
53,0.09507723716688223,0.052112508565187454,0.0004695035459008068
54,0.09453610335209107,0.056090980768203735,0.0010276692919433117
55,0.09508315835602811,0.07612306624650955,0.00045041946577839553
56,0.09361921524156766,0.05516692250967026,0.0004396143776830286
57,0.09255033840265148,0.05340290814638138,0.0004304275498725474
58,0.09148503607252653,0.05670126900076866,0.0004054118471685797
59,0.09143095676739155,0.05484932288527489,0.0004184088029433042
60,0.08881637159836678,0.05216982960700989,0.00037032380350865424
61,0.08816826840428933,0.05301202833652496,0.00045205929200164974
62,0.08731528417149742,0.06266308575868607,0.0006582394707947969
63,0.08755765060452488,0.05197000131011009,0.00038593471981585026
64,0.08633570787945664,0.05409393832087517,0.0004656364326365292
65,0.08366077529761969,0.05777470022439957,0.0006720272358506918
66,0.08376708185199046,0.055025115609169006,0.00038981251418590546
67,0.08284199532750428,0.060420721769332886,0.000379427510779351
68,0.08182877881182697,0.05544229969382286,0.000497640750836581
69,0.08428079093654492,0.052795059978961945,0.0006087105139158666
70,0.08078391987600446,0.051944077014923096,0.00040221374365501106
71,0.08035364669186881,0.05855810269713402,0.0006305163842625916
72,0.08220886286672136,0.04646703600883484,0.00036291018477641046
73,0.07980820317369001,0.06052546575665474,0.00039700488559901714
74,0.07972682582121443,0.052624721080064774,0.00048558367416262627
75,0.07920188414396645,0.0530792772769928,0.0005478229140862823
76,0.07619156683005429,0.053997255861759186,0.0012630847049877048
77,0.07902519018832563,0.050460584461688995,0.0004258326953276992
78,0.07717029915786107,0.04643617942929268,0.00040463361074216664
79,0.07652158225990018,0.05147470161318779,0.0013152459869161248
80,0.07555368858248646,0.04894302040338516,0.0010528926504775882
